resource,type,title,alternate title,author,orcid,organization,collection,url,abstract,tags,themes,extentWKT,year,beginning date,end date,associated resource title 1,associated resource URL 1,associated resource title 2,associated resource URL 2,associated resource title 3,associated resource URL 3,id,spatialReference,thumbnailUrl,itemUrl,detailsPageUrl,numViews,created,size,geographic extent,west,south,east,north
dataset,Image Service,LandCoverMosaicGuatemala,"Land Cover, Guatemala, 1998",Anabel Ford,orcid.org/0000-0001-7310-0684,"University of California, Santa Barbara",Maya Forest GIS,http://ags-raid.geog.ucsb.edu:6080/arcgis/rest/services/MayaForestGIS/LandCoverMosaicGuatemala1993_97/ImageServer,"Time-Series Land Cover/Land Use Change and Socio-Economic Driving Forces in the Northern Peten Region, Guatemala For more information, see maine.doc","Maya Forest,land cover","environment, imageryBaseMapsEarthCover, planningCadastre","POLYGON(-91.5073 17.8681,-89.0761 17.8681,-89.0761 16.4227,-91.5073 16.4227,-91.5073 17.8681)",1998,12/16/98,,"Assessing the Situation at El Pilar: Chronology, Survey, Conservation, and Management Planning for the 21st Century",http://escholarship.org/uc/item/4qr2x8p13,Influence of Ancient Settlement in the Contemporary Maya Forest: Investigating Land Use at El Pilar,http://escholarship.org/uc/item/8zj2b2zq,,,a160d09ab81643b9a386d36333ad3aae,26716,https://www.arcgis.com/sharing/rest/content/items/a160d09ab81643b9a386d36333ad3aae/info/thumbnail/thumbnail.JPEG?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/a160d09ab81643b9a386d36333ad3aae,https://www.arcgis.com/home/item.html?id=a160d09ab81643b9a386d36333ad3aae,12,2015-008-12 14:12:02,113,"-91.5073,16.4227,-89.0761,17.8681",-91.5073,16.4227,-89.0761,17.8681
dataset,Image Service,LandsatTMMayaForestGuatemalaBelize,"Landsat, Thematic, Guatemala, Belize, 1995",Anabel Ford,orcid.org/0000-0001-7310-0684,"University of California, Santa Barbara",Maya Forest GIS,http://ags-raid.geog.ucsb.edu:6080/arcgis/rest/services/MayaForestGIS/LandsatTMMayaForestGuatemalaBelize/ImageServer,"This is a Landsat TM digital satellite image of the Maya Forest region of Mexico, Guatemala, and Belize (path 19, row 48). The projection is UTM Zone 16, using the NAD 1927 datum, and the Clarke 1866 spheroid. The digital image has been visually enhanced to facilitate differentiation between land covers. The images have been resampled to a resolution of 200 meters. It is intended for use as background imagery for vector data layers.","Belize,Guatemala,aerial",imageryBaseMapsEarthCover,"POLYGON(-89.645701 16.59048,-88.990021 16.59048,-88.990021 17.179982,-89.645701 17.179982,-89.645701 16.59048)",1995,,,"Assessing the Situation at El Pilar: Chronology, Survey, Conservation, and Management Planning for the 21st Century",http://escholarship.org/uc/item/4qr2x8p14,Influence of Ancient Settlement in the Contemporary Maya Forest: Investigating Land Use at El Pilar,http://escholarship.org/uc/item/8zj2b2zq,,,878330de7bf94b5fbaedea5a27a75e4e,,https://www.arcgis.com/sharing/rest/content/items/878330de7bf94b5fbaedea5a27a75e4e/info/thumbnail/thumbnail.JPEG?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/878330de7bf94b5fbaedea5a27a75e4e,https://www.arcgis.com/home/item.html?id=878330de7bf94b5fbaedea5a27a75e4e,10,2015-008-12 16:54:56,116,"-89.645701,17.179982,-88.990021,16.59048",-89.645701,17.179982,-88.990021,16.59048
dataset,Image Service,LandsatTMMayaForestGuatemalaBelizeP19_R49,"Landsat, Thematic, Guatemala, Belize, 1995",Anabel Ford,orcid.org/0000-0001-7310-0684,"University of California, Santa Barbara",Maya Forest GIS,http://ags-raid.geog.ucsb.edu:6080/arcgis/rest/services/MayaForestGIS/LandsatTMMayaForestGuatemalaBelizeP19_R49/ImageServer,"This is a Landsat TM digital satellite image of the Maya Forest region of Mexico, Guatemala, and Belize (path 19, row 49). The projection is UTM Zone 16, using the NAD 1927 datum, and the Clarke 1866 spheroid. The digital image has been visually enhanced to facilitate differentiation between land covers. The images have been resampled to a resolution of 200 meters. It is intended for use as background imagery for vector data layers.","Belize,Landsat,Maya Forest,Guatemala",imageryBaseMapsEarthCover,"POLYGON(-90.5226 16.7069,15.717 16.7069,15.717 -89.3829,-90.5226 -89.3829,-90.5226 16.7069)",1995,,,"Assessing the Situation at El Pilar: Chronology, Survey, Conservation, and Management Planning for the 21st Century",http://escholarship.org/uc/item/4qr2x8p15,Influence of Ancient Settlement in the Contemporary Maya Forest: Investigating Land Use at El Pilar,http://escholarship.org/uc/item/8zj2b2zq,,,e467eae72cf54fb9b83b37179888f498,,https://www.arcgis.com/sharing/rest/content/items/e467eae72cf54fb9b83b37179888f498/info/thumbnail/thumbnail.JPEG?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/e467eae72cf54fb9b83b37179888f498,https://www.arcgis.com/home/item.html?id=e467eae72cf54fb9b83b37179888f498,9,2015-008-12 17:03:14,123,"-90.5226,-89.3829, 15.717, 16.7069",-90.5226,-89.3829,15.717,16.7069
dataset,Image Service,LandsatTMMayaForestGuatemalaBelizeP20_R49,"Landsat, Thematic, Guatemala, Belize, 1995",Anabel Ford,orcid.org/0000-0001-7310-0684,"University of California, Santa Barbara",Maya Forest GIS,http://ags-raid.geog.ucsb.edu:6080/arcgis/rest/services/MayaForestGIS/LandsatTMMayaForestGuatemalaBelizeP20_R49/ImageServer,"This is a Landsat TM digital satellite image of the Maya Forest region of Mexico, Guatemala, and Belize (path 20, row 49). The projection is UTM Zone 16, using the NAD 1927 datum, and the Clarke 1866 spheroid. The digital image has been visually enhanced to facilitate differentiation between land covers. The images have been resampled to a resolution of 200 meters. It is intended for use as background imagery for vector data layers.","Landsat,Maya Forest,Belize,Guatemala",imageryBaseMapsEarthCover,"POLYGON(-90.8446 16.7625,-90.1999 16.7625,-90.1999 16.2437,-90.8446 16.2437,-90.8446 16.7625)",1995,,,"Assessing the Situation at El Pilar: Chronology, Survey, Conservation, and Management Planning for the 21st Century",http://escholarship.org/uc/item/4qr2x8p16,Influence of Ancient Settlement in the Contemporary Maya Forest: Investigating Land Use at El Pilar,http://escholarship.org/uc/item/8zj2b2zq,,,a74a4129ba164ca1ab549418063ff7af,26716,https://www.arcgis.com/sharing/rest/content/items/a74a4129ba164ca1ab549418063ff7af/info/thumbnail/thumbnail.JPEG?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/a74a4129ba164ca1ab549418063ff7af,https://www.arcgis.com/home/item.html?id=a74a4129ba164ca1ab549418063ff7af,12,2015-008-12 17:06:32,123,"-90.8446,16.2437,-90.1999,16.7625",-90.8446,16.2437,-90.1999,16.7625
dataset,Image Service,LandsatTMMayaForestGuatemalaBelizeP20R48,"Landsat, Thematic, Guatemala, Belize, 1995",Anabel Ford,orcid.org/0000-0001-7310-0684,"University of California, Santa Barbara",Maya Forest GIS,http://ags-raid.geog.ucsb.edu:6080/arcgis/rest/services/MayaForestGIS/LandsatTMMayaForestGuatemalaBelizeP20R48/ImageServer,"This is a Landsat TM digital satellite image of the Maya Forest region of Mexico, Guatemala, and Belize (path 20, row 48). The projection is UTM Zone 16, using the NAD 1927 datum, and the Clarke 1866 spheroid. The digital image has been visually enhanced to facilitate differentiation between land covers. The images have been resampled to a resolution of 200 meters. It is intended for use as background imagery for vector data layers.","Landsat,Maya Forest,Belize,Guatemala",imageryBaseMapsEarthCover,"POLYGON(-90.5226 16.7069,-89.3829 16.7069,-89.3829 15.717,-90.5226 15.717,-90.5226 16.7069)",1995,,,"Assessing the Situation at El Pilar: Chronology, Survey, Conservation, and Management Planning for the 21st Century",http://escholarship.org/uc/item/4qr2x8p17,Influence of Ancient Settlement in the Contemporary Maya Forest: Investigating Land Use at El Pilar,http://escholarship.org/uc/item/8zj2b2zq,,,7503c0d4bf0547a18c556bb1fd72f12c,26716,https://www.arcgis.com/sharing/rest/content/items/7503c0d4bf0547a18c556bb1fd72f12c/info/thumbnail/thumbnail.JPEG?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/7503c0d4bf0547a18c556bb1fd72f12c,https://www.arcgis.com/home/item.html?id=7503c0d4bf0547a18c556bb1fd72f12c,7,2015-008-12 17:08:30,122,"-90.5226,15.717,-89.3829,16.7069",-90.5226,15.717,-89.3829,16.7069
dataset,CSV,Great Giant Sea Bass Count 2014,"Sea Bass, California, 2014",Douglas J. McCauley,,"University of California, Santa Barbara",,http://ucsb.maps.arcgis.com/sharing/rest/content/items/4c3b408e6a9845fea75e292c59ba08f7/data,"Survey results are available in two seperate formats. The_output contains all non-spatial data from the main survey form, and can be loaded in spreadsheet programs such as Microsoft Excel. The spatial content of the survey is available as a zipped collection of one or moreÎ_shapefiles. These files can be opened in GIS applications such as ArcGIS or QGIS. Please note, only completed survey responses are exported. Those still in draft will be excluded. Output columns in both the CSV and shapefile formats are named based on the exportid specified in the form field configuration. If you are looking to analyze spatial data from the shapefiles based on attributes collected in the main response form, you can join fields from the CSV file with spatial features by joining on the_RESPONSE_ID_field.","count,black sea bass,Southern California","environment, oceans","POLYGON(-120.9058 33.1847,117.566 33.1847,117.566 35.1031,-120.9058 35.1031,-120.9058 33.1847)",2014,,,Acute effects of removing large fish from a near-pristine coral reef,http://escholarship.org/uc/item/0x15m7tq,,,,,4c3b408e6a9845fea75e292c59ba08f7,,https://www.arcgis.com/sharing/rest/content/items/4c3b408e6a9845fea75e292c59ba08f7/info/thumbnail/Screen_Shot_2016-10-14_at_1.50.12_PM.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/4c3b408e6a9845fea75e292c59ba08f7,https://www.arcgis.com/home/item.html?id=4c3b408e6a9845fea75e292c59ba08f7,23,2015-008-005 14:42:46,2226,"-120.9058, 35.1031, 117.566, 33.1847",-120.9058,35.1031,117.566,33.1847
dataset,Feature Service,Sea Bass Count 2014,"Sea Bass, California, 2014",Douglas J. McCauley,,"University of California, Santa Barbara",Great Giant Sea Bass Count,http://data3.seasketch.org/arcgis/rest/services/SeaBass/GSB_SeaSketch/MapServer/0,"Giant sea bass (aka, black sea bass), Stereolepis gigas, were almost fished out nearly 50 years ago in Southern California. While they are now starting to make a comeback, we don't know how many of them are in Southern California. The Great Giant Sea Bass Count (GGSBC) is one way to estimate the minimum number of these fish in our waters and is an important part of a joint research project between researchers at the University of California, Santa Barbara and California State University, Northridge to learn more about giant sea bass.","santa barbara,count,sea bass,fishing,2014,sea,bass,giant","biota, oceans","POLYGON(-121.8953 36.6104,-117.2569 36.6104,-117.2569 32.5942,-121.8953 32.5942,-121.8953 36.6104)",2014,,,Acute effects of removing large fish from a near-pristine coral reef,http://escholarship.org/uc/item/0x15m7tq,,,,,e6822c1b957d400a8a8b4c5f43bddafd,,https://www.arcgis.com/sharing/rest/content/items/e6822c1b957d400a8a8b4c5f43bddafd/info/thumbnail/ago_downloaded.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/e6822c1b957d400a8a8b4c5f43bddafd,https://www.arcgis.com/home/item.html?id=e6822c1b957d400a8a8b4c5f43bddafd,25,2015-008-14 14:43:51,81,"-121.8953,32.5942,-117.2569,36.6104",-121.8953,32.5942,-117.2569,36.6104
dataset,Map Service,Sea Bass Count 2015,"Sea Bass, California 2015",Douglas J. McCauley,,"University of California, Santa Barbara",Great Giant Sea Bass Count,http://data3.seasketch.org/arcgis/rest/services/SeaBass/GSB_SeaSketch_GGSBC_2015/MapServer,Great Giant Sea Bass Count Results 2015,"giant sea bass,count,2015,bass,count","biota, oceans","POLYGON(-120.9028 51.0052,-92.8643 51.0052,-92.8643 32.78,-120.9028 32.78,-120.9028 51.0052)",2015,,,Acute effects of removing large fish from a near-pristine coral reef,http://escholarship.org/uc/item/0x15m7tq,,,,,d4e74499f81642c1b94fc07c1bb55965,102100,https://www.arcgis.com/sharing/rest/content/items/d4e74499f81642c1b94fc07c1bb55965/info/thumbnail/ago_downloaded.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/d4e74499f81642c1b94fc07c1bb55965,https://www.arcgis.com/home/item.html?id=d4e74499f81642c1b94fc07c1bb55965,0,2015-11-009 14:30:38,90,"-120.9028,32.78,-92.8643,51.0052",-120.9028,32.78,-92.8643,51.0052
dataset,Feature Service,Sea Bass Fishing Site,"Sea Bass Fishing, California, 2015",Douglas J. McCauley,,"University of California, Santa Barbara",Great Giant Sea Bass Count,http://data3.seasketch.org/arcgis/rest/services/SeaBass/GSB_SeaSketch_Fishing20150720/MapServer/0,Fishing Survey Results,"sea bass,count,fishing","biota, oceans","POLYGON(-119.8282 34.4137,-119.8282 34.4137,-119.8282 34.4137,-119.8282 34.4137,-119.8282 34.4137)",2015,,,Acute effects of removing large fish from a near-pristine coral reef,http://escholarship.org/uc/item/0x15m7tq,,,,,97684036f6614737bf8abc1ab0c73c40,,https://www.arcgis.com/sharing/rest/content/items/97684036f6614737bf8abc1ab0c73c40/info/thumbnail/Screen_Shot_2016-10-14_at_1.50.12_PM.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/97684036f6614737bf8abc1ab0c73c40,https://www.arcgis.com/home/item.html?id=97684036f6614737bf8abc1ab0c73c40,21,2015-008-14 14:40:41,97,"-119.8282,34.4137,-119.8282,34.4137",-119.8282,34.4137,-119.8282,34.4137
dataset,Feature Service,Sea Bass Year Long,"Sea Bass Divers, California, 2015",Douglas J. McCauley,,"University of California, Santa Barbara",Great Giant Sea Bass Count,http://data3.seasketch.org/arcgis/rest/services/SeaBass/GSB_year_round_20150720/MapServer/2,"Giant sea bass (aka, black sea bass), Stereolepis gigas, were almost fished out nearly 50 years ago in Southern California. While they are now starting to make a comeback, we don't know how many of them are in Southern California. The Great Giant Sea Bass Count (GGSBC) is one way to estimate the minimum number of these fish in our waters and is an important part of a joint research project between researchers at the University of California, Santa Barbara and California State University, Northridge to learn more about giant sea bass.","sea,bass,sea bass,count,giant","biota, oceans","POLYGON(-121.212 35.214,-117.751 35.214,-117.751 33.362,-121.212 33.362,-121.212 35.214)",2015,,,Acute effects of removing large fish from a near-pristine coral reef,http://escholarship.org/uc/item/0x15m7tq,,,,,49342d08d9654e9d833580774e2befd1,,https://www.arcgis.com/sharing/rest/content/items/49342d08d9654e9d833580774e2befd1/info/thumbnail/Screen_Shot_2016-10-14_at_1.50.12_PM.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/49342d08d9654e9d833580774e2befd1,https://www.arcgis.com/home/item.html?id=49342d08d9654e9d833580774e2befd1,27,2015-008-14 14:50:40,91,"-121.212,33.362,-117.751,35.214",-121.212,33.362,-117.751,35.214
dataset,Feature Service,Sea Bass Year Long Count Divers,"Sea Bass Fishermen, California, 2015",Douglas J. McCauley,,"University of California, Santa Barbara",Great Giant Sea Bass Count,http://data3.seasketch.org/arcgis/rest/services/SeaBass/GSB_year_round_20150720/MapServer/1,"Giant sea bass (aka, black sea bass), Stereolepis gigas, were almost fished out nearly 50 years ago in Southern California. While they are now starting to make a comeback, we don't know how many of them are in Southern California. The Great Giant Sea Bass Count (GGSBC) is one way to estimate the minimum number of these fish in our waters and is an important part of a joint research project between researchers at the University of California, Santa Barbara and California State University, Northridge to learn more about giant sea bass.","dive,sea,bass,sea bass,count","biota, oceans","POLYGON(-120.72 34.868,-118.693 34.868,-118.693 33.798,-120.72 33.798,-120.72 34.868)",2015,,,Acute effects of removing large fish from a near-pristine coral reef,http://escholarship.org/uc/item/0x15m7tq,,,,,81a4cbb9a3914e19a5bd8df6564681e9,,https://www.arcgis.com/sharing/rest/content/items/81a4cbb9a3914e19a5bd8df6564681e9/info/thumbnail/Screen_Shot_2016-10-14_at_1.50.12_PM.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/81a4cbb9a3914e19a5bd8df6564681e9,https://www.arcgis.com/home/item.html?id=81a4cbb9a3914e19a5bd8df6564681e9,19,2015-008-14 14:48:37,91,"-120.72,33.798,-118.693,34.868",-120.72,33.798,-118.693,34.868
dataset,Feature Service,Sea Bass Year Round Dive Site,"Sea Bass Dive Site, California, 2015",Douglas J. McCauley,,"University of California, Santa Barbara",Great Giant Sea Bass Count,http://data3.seasketch.org/arcgis/rest/services/SeaBass/GSB_year_round_20150720/MapServer/0,"Giant sea bass (aka, black sea bass), Stereolepis gigas, were almost fished out nearly 50 years ago in Southern California. While they are now starting to make a comeback, we don't know how many of them are in Southern California. The Great Giant Sea Bass Count (GGSBC) is one way to estimate the minimum number of these fish in our waters and is an important part of a joint research project between researchers at the University of California, Santa Barbara and California State University, Northridge to learn more about giant sea bass.","sea bass,count,annual,dive,giant,sea,bass","biota, oceans","POLYGON(-120.0443 34.4604,-117.2626 34.4604,-117.2626 32.8585,-120.0443 32.8585,-120.0443 34.4604)",2015,,,Acute effects of removing large fish from a near-pristine coral reef,http://escholarship.org/uc/item/0x15m7tq,,,,,0a435057d48246de8191276ad83b73bd,,https://www.arcgis.com/sharing/rest/content/items/0a435057d48246de8191276ad83b73bd/info/thumbnail/ago_downloaded.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/0a435057d48246de8191276ad83b73bd,https://www.arcgis.com/home/item.html?id=0a435057d48246de8191276ad83b73bd,22,2015-008-14 14:45:28,91,"-120.0443,32.8585,-117.2626,34.4604",-120.0443,32.8585,-117.2626,34.4604
dataset,Image Service,Corridor Location: Cost Objective,"Corridor Location, Tennessee, 2014",F. Antonio Medrano,,"University of California, Santa Barbara",,http://gis1.geog.ucsb.edu:6080/arcgis/rest/services/OpenData/Cost_Objective/ImageServer,This data set was generated during Dr. Antonio Medrano's PhD research.,"Corridor Location,Tennessee,2014,cost,objective,optimization","geoscientificInformation, utilitiesCommunication","POLYGON(-89.8315 37.4356,-87.5857 37.4356,-87.5857 35.6313,-89.8315 35.6313,-89.8315 37.4356)",2014,,,Corridor Location: Generating Competitive and Efficient Route Alternatives,http://alexandria.ucsb.edu/lib/ark:/48907/f39k48c6,,,,,cf0db0febfbb4712bc79585145a6a5f7,102100,https://www.arcgis.com/sharing/rest/content/items/cf0db0febfbb4712bc79585145a6a5f7/info/thumbnail/ago_downloaded.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/cf0db0febfbb4712bc79585145a6a5f7,https://www.arcgis.com/home/item.html?id=cf0db0febfbb4712bc79585145a6a5f7,3,2016-001-007 10:52:54,87,"-89.8315,35.6313,-87.5857,37.4356",-89.8315,35.6313,-87.5857,37.4356
dataset,Image Service,Corridor Location: Environmental Impact Objective,"Environmental Impact Objective, Tennessee, 2014",F. Antonio Medrano,,"University of California, Santa Barbara",,http://gis1.geog.ucsb.edu:6080/arcgis/rest/services/OpenData/EnvImpact_Objective/ImageServer,This data set was generated during Dr. Antonio Medrano's PhD research.,"Environmental Impact Objective,Tennessee,2014,environment,cost,impact","geoscientificInformation, utilitiesCommunication","POLYGON(-89.8315 37.4356,-87.5857 37.4356,-87.5857 35.6313,-89.8315 35.6313,-89.8315 37.4356)",2014,,,Corridor Location: Generating Competitive and Efficient Route Alternatives,http://alexandria.ucsb.edu/lib/ark:/48907/f39k48c7,,,,,3616244908224f609e32682ac58beebe,102100,https://www.arcgis.com/sharing/rest/content/items/3616244908224f609e32682ac58beebe/info/thumbnail/ago_downloaded.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/3616244908224f609e32682ac58beebe,https://www.arcgis.com/home/item.html?id=3616244908224f609e32682ac58beebe,2,2016-001-007 11:09:19,92,"-89.8315,35.6313,-87.5857,37.4356",-89.8315,35.6313,-87.5857,37.4356
dataset,Image Service,Corridor Location: Transmission Above 115kV,"Transmission, Tennessee, 2014",F. Antonio Medrano,,"University of California, Santa Barbara",,http://gis1.geog.ucsb.edu:6080/arcgis/rest/services/OpenData/TransmissionAbove115kV/ImageServer,This transmisison dataset was used by Dr. Antonio Medrano in his 2015 Geography dissertation.,"Transmission,Tennessee,2014,optimization,transportation","geoscientificInformation, utilitiesCommunication","POLYGON(-89.8315 37.4356,-87.5857 37.4356,-87.5857 35.6313,-89.8315 35.6313,-89.8315 37.4356)",2014,,,Corridor Location: Generating Competitive and Efficient Route Alternatives,http://alexandria.ucsb.edu/lib/ark:/48907/f39k48c8,,,,,bd5deb3c4e754e5997ee018260f9f48b,102100,https://www.arcgis.com/sharing/rest/content/items/bd5deb3c4e754e5997ee018260f9f48b/info/thumbnail/ago_downloaded.png?token=cyqwQoy3HnuUthaj8Fx6-zc2jxakZ2WXEgOOIYNH6CO8N9FYndUkJdgbjgl65u1TnZxdhcUOxdPYK7Pyrn94v2vlM4x1HNfBb2lAtET5N3amYjsiWR2QK4sJMjjVjkokbmAuiZ-kC51UJjRJfmdoyoPXbudG3LHsAitw6OV0rMo6A6kHTr5HONDdxNVrDDaWjzaF2rmDlQAam1y2GIxktA..,https://www.arcgis.com/sharing/rest/content/items/bd5deb3c4e754e5997ee018260f9f48b,https://www.arcgis.com/home/item.html?id=bd5deb3c4e754e5997ee018260f9f48b,0,2015-12-005 21:36:41,95,"-89.8315,35.6313,-87.5857,37.4356",-89.8315,35.6313,-87.5857,37.4356
